cap-shape,cap-surface,cap_color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat,class
convex,smooth,white,1,anise,free,close,broad,gray,enlarging,club,smooth,smooth,white,white,partial,white,1,pendant,brown,neumerous,meadows,edible
convex,scaly,white,1,anise,free,close,broad,brown,enlarging,club,smooth,smooth,white,white,partial,white,1,pendant,brown,scattered,meadows,edible
flat,smooth,white,1,almond,free,crowded,narrow,brown,tapering,bulbous,smooth,smooth,white,white,partial,white,1,pendant,brown,several,woods,edible
convex,scaly,yellow,1,anise,free,close,broad,white,enlarging,club,smooth,smooth,white,white,partial,white,1,pendant,brown,scattered,grasses,edible
bell,smooth,white,1,anise,free,close,broad,white,enlarging,club,smooth,smooth,white,white,partial,white,1,pendant,black,scattered,grasses,edible
convex,smooth,white,1,almond,free,close,broad,gray,enlarging,club,smooth,smooth,white,white,partial,white,1,pendant,black,neumerous,grasses,edible
convex,fiberous,white,0,none,free,crowded,broad,chocolate,tapering,equal,ibrous,smooth,white,white,partial,white,1,evanescent,black,scattered,grasses,edible
flat,scaly,brown,1,anise,free,close,broad,brown,enlarging,rooted,smooth,scaly,white,white,partial,white,1,pendant,black,solitary,paths,edible
convex,smooth,white,1,pungent,free,close,narrow,black,enlarging,equal,smooth,smooth,white,white,partial,white,1,pendant,brown,several,urban,poisonous
bell,smooth,white,1,almond,free,close,broad,brown,enlarging,club,smooth,smooth,white,white,partial,white,1,pendant,brown,neumerous,grasses,edible
bell,smooth,white,1,almond,free,close,broad,black,enlarging,club,smooth,smooth,white,white,partial,white,1,pendant,black,scattered,meadows,edible
bell,scaly,white,1,anise,free,close,broad,brown,enlarging,club,smooth,smooth,white,white,partial,white,1,pendant,brown,neumerous,grasses,edible
bell,scaly,white,1,almond,free,close,broad,white,enlarging,club,smooth,smooth,white,white,partial,white,1,pendant,black,neumerous,grasses,edible
convex,smooth,yellow,1,almond,free,close,broad,white,enlarging,club,smooth,smooth,white,white,partial,white,1,pendant,black,scattered,grasses,edible
bell,smooth,white,1,anise,free,close,broad,white,enlarging,club,smooth,smooth,white,white,partial,white,1,pendant,black,neumerous,meadows,edible
convex,fiberous,yellow,1,almond,free,crowded,narrow,brown,tapering,bulbous,smooth,smooth,white,white,partial,white,1,pendant,brown,several,woods,edible
convex,fiberous,gray,0,none,free,close,narrow,brown,enlarging,equal,smooth,smooth,white,white,partial,white,1,pendant,brown,solitary,urban,edible
flat,scaly,yellow,1,almond,free,close,broad,brown,enlarging,rooted,smooth,scaly,white,white,partial,white,1,pendant,brown,scattered,grasses,edible
bell,smooth,white,1,anise,free,close,broad,brown,enlarging,club,smooth,smooth,white,white,partial,white,1,pendant,black,neumerous,meadows,edible
convex,smooth,yellow,1,almond,free,close,broad,gray,enlarging,club,smooth,smooth,white,white,partial,white,1,pendant,black,scattered,grasses,edible
convex,scaly,yellow,1,almond,free,close,broad,black,enlarging,club,smooth,smooth,white,white,partial,white,1,pendant,black,scattered,grasses,edible
convex,scaly,white,1,anise,free,close,broad,white,enlarging,club,smooth,smooth,white,white,partial,white,1,pendant,brown,scattered,grasses,edible
sunken,fiberous,gray,0,none,free,close,narrow,pink,enlarging,equal,smooth,smooth,white,white,partial,white,1,pendant,brown,several,urban,edible
convex,smooth,white,1,almond,free,close,broad,brown,enlarging,club,smooth,smooth,white,white,partial,white,1,pendant,brown,neumerous,meadows,edible
convex,smooth,white,1,pungent,free,close,narrow,black,enlarging,equal,smooth,smooth,white,white,partial,white,1,pendant,black,scattered,grasses,poisonous
convex,scaly,yellow,1,almond,free,close,broad,brown,enlarging,rooted,smooth,scaly,white,white,partial,white,1,pendant,brown,scattered,grasses,edible
flat,fiberous,white,1,almond,free,crowded,narrow,pink,tapering,bulbous,smooth,smooth,white,white,partial,white,1,pendant,brown,several,woods,edible
convex,scaly,white,1,anise,free,close,broad,gray,enlarging,club,smooth,smooth,white,white,partial,white,1,pendant,black,neumerous,meadows,edible
bell,scaly,white,1,anise,free,close,broad,brown,enlarging,club,smooth,smooth,white,white,partial,white,1,pendant,black,scattered,grasses,edible
convex,smooth,white,1,almond,free,close,broad,gray,enlarging,club,smooth,smooth,white,white,partial,white,1,pendant,brown,neumerous,grasses,edible
convex,smooth,yellow,1,almond,free,close,broad,gray,enlarging,club,smooth,smooth,white,white,partial,white,1,pendant,brown,scattered,grasses,edible
convex,scaly,brown,1,pungent,free,close,narrow,pink,enlarging,equal,smooth,smooth,white,white,partial,white,1,pendant,black,several,urban,poisonous
bell,smooth,yellow,1,almond,free,close,broad,brown,enlarging,club,smooth,smooth,white,white,partial,white,1,pendant,brown,neumerous,grasses,edible
convex,fiberous,gray,0,none,free,close,narrow,brown,enlarging,equal,smooth,smooth,white,white,partial,white,1,pendant,black,solitary,urban,edible
convex,scaly,white,1,pungent,free,close,narrow,black,enlarging,equal,smooth,smooth,white,white,partial,white,1,pendant,black,scattered,urban,poisonous
convex,scaly,yellow,1,anise,free,close,broad,brown,enlarging,rooted,smooth,scaly,white,white,partial,white,1,pendant,brown,solitary,paths,edible
flat,fiberous,brown,0,none,free,close,narrow,black,enlarging,equal,smooth,smooth,white,white,partial,white,1,pendant,black,several,urban,edible
bell,smooth,white,1,anise,free,close,broad,black,enlarging,club,smooth,smooth,white,white,partial,white,1,pendant,brown,neumerous,grasses,edible
convex,fiberous,white,1,anise,free,crowded,narrow,white,tapering,bulbous,smooth,smooth,white,white,partial,white,1,pendant,brown,several,woods,edible
convex,scaly,white,1,anise,free,close,broad,white,enlarging,club,smooth,smooth,white,white,partial,white,1,pendant,black,scattered,grasses,edible
bell,scaly,yellow,1,anise,free,close,broad,brown,enlarging,club,smooth,smooth,white,white,partial,white,1,pendant,brown,scattered,grasses,edible
convex,scaly,yellow,1,anise,free,close,broad,brown,enlarging,rooted,smooth,scaly,white,white,partial,white,1,pendant,black,scattered,grasses,edible
flat,scaly,yellow,1,almond,free,close,broad,pink,enlarging,rooted,smooth,scaly,white,white,partial,white,1,pendant,black,scattered,paths,edible
flat,scaly,yellow,1,almond,free,close,broad,white,enlarging,rooted,smooth,scaly,white,white,partial,white,1,pendant,black,solitary,paths,edible
convex,smooth,white,1,anise,free,close,broad,white,enlarging,club,smooth,smooth,white,white,partial,white,1,pendant,black,scattered,grasses,edible
convex,smooth,white,1,almond,free,close,broad,white,enlarging,club,smooth,smooth,white,white,partial,white,1,pendant,brown,neumerous,meadows,edible
convex,smooth,white,1,pungent,free,close,narrow,brown,enlarging,equal,smooth,smooth,white,white,partial,white,1,pendant,black,several,urban,poisonous
flat,fiberous,white,1,almond,free,crowded,narrow,pink,tapering,bulbous,smooth,smooth,white,white,partial,white,1,pendant,purple,several,woods,edible
convex,smooth,white,1,anise,free,close,broad,white,enlarging,club,smooth,smooth,white,white,partial,white,1,pendant,brown,scattered,grasses,edible
convex,smooth,white,1,anise,free,crowded,narrow,pink,tapering,bulbous,smooth,smooth,white,white,partial,white,1,pendant,purple,several,woods,edible
convex,scaly,white,1,almond,free,close,broad,brown,enlarging,club,smooth,smooth,white,white,partial,white,1,pendant,black,scattered,meadows,edible
flat,scaly,yellow,1,anise,free,close,broad,white,enlarging,rooted,smooth,scaly,white,white,partial,white,1,pendant,black,solitary,paths,edible
convex,smooth,brown,0,none,free,crowded,broad,pink,tapering,equal,ibrous,smooth,white,white,partial,white,1,evanescent,black,scattered,grasses,edible
flat,scaly,yellow,1,almond,free,close,broad,white,enlarging,rooted,smooth,scaly,white,white,partial,white,1,pendant,brown,solitary,grasses,edible
convex,smooth,brown,1,pungent,free,close,narrow,pink,enlarging,equal,smooth,smooth,white,white,partial,white,1,pendant,brown,scattered,grasses,poisonous
sunken,fiberous,brown,0,none,free,close,narrow,gray,enlarging,equal,smooth,smooth,white,white,partial,white,1,pendant,brown,several,urban,edible
bell,scaly,yellow,1,anise,free,close,broad,white,enlarging,club,smooth,smooth,white,white,partial,white,1,pendant,brown,scattered,meadows,edible
bell,smooth,white,1,anise,free,close,broad,brown,enlarging,club,smooth,smooth,white,white,partial,white,1,pendant,brown,scattered,grasses,edible
bell,scaly,white,1,anise,free,close,broad,black,enlarging,club,smooth,smooth,white,white,partial,white,1,pendant,brown,neumerous,meadows,edible
flat,fiberous,brown,0,none,free,close,narrow,black,enlarging,equal,smooth,smooth,white,white,partial,white,1,pendant,brown,several,urban,edible
convex,smooth,white,1,almond,free,close,broad,white,enlarging,club,smooth,smooth,white,white,partial,white,1,pendant,black,neumerous,meadows,edible
bell,scaly,white,1,anise,free,close,broad,gray,enlarging,club,smooth,smooth,white,white,partial,white,1,pendant,black,neumerous,grasses,edible
bell,scaly,white,1,almond,free,close,broad,gray,enlarging,club,smooth,smooth,white,white,partial,white,1,pendant,brown,neumerous,meadows,edible
flat,scaly,brown,1,anise,free,close,broad,white,enlarging,rooted,smooth,scaly,white,white,partial,white,1,pendant,brown,scattered,grasses,edible
convex,scaly,white,1,pungent,free,close,narrow,black,enlarging,equal,smooth,smooth,white,white,partial,white,1,pendant,black,several,grasses,poisonous
convex,smooth,white,1,almond,free,close,broad,brown,enlarging,club,smooth,smooth,white,white,partial,white,1,pendant,brown,neumerous,grasses,edible
convex,scaly,white,1,almond,free,close,broad,brown,enlarging,club,smooth,smooth,white,white,partial,white,1,pendant,brown,scattered,meadows,edible
flat,fiberous,white,1,anise,free,crowded,narrow,white,tapering,bulbous,smooth,smooth,white,white,partial,white,1,pendant,purple,several,woods,edible
flat,fiberous,gray,0,none,free,close,narrow,gray,enlarging,equal,smooth,smooth,white,white,partial,white,1,pendant,black,several,urban,edible
flat,smooth,gray,0,none,free,crowded,broad,pink,tapering,equal,smooth,smooth,white,white,partial,white,1,evanescent,black,abundant,grasses,edible
convex,scaly,yellow,1,almond,free,close,broad,gray,enlarging,club,smooth,smooth,white,white,partial,white,1,pendant,brown,scattered,meadows,edible
bell,smooth,white,1,almond,free,close,broad,black,enlarging,club,smooth,smooth,white,white,partial,white,1,pendant,brown,scattered,meadows,edible
flat,scaly,brown,1,pungent,free,close,narrow,white,enlarging,equal,smooth,smooth,white,white,partial,white,1,pendant,black,scattered,urban,poisonous
convex,smooth,white,1,anise,free,close,broad,brown,enlarging,club,smooth,smooth,white,white,partial,white,1,pendant,black,neumerous,meadows,edible
flat,smooth,brown,1,pungent,free,close,narrow,white,enlarging,equal,smooth,smooth,white,white,partial,white,1,pendant,black,several,urban,poisonous
convex,scaly,white,1,anise,free,close,broad,black,enlarging,club,smooth,smooth,white,white,partial,white,1,pendant,brown,scattered,grasses,edible
convex,scaly,yellow,1,almond,free,close,broad,black,enlarging,club,smooth,smooth,white,white,partial,white,1,pendant,brown,neumerous,meadows,edible
flat,scaly,yellow,1,almond,free,close,broad,brown,enlarging,rooted,smooth,scaly,white,white,partial,white,1,pendant,brown,scattered,paths,edible
convex,scaly,brown,1,almond,free,close,broad,white,enlarging,rooted,smooth,scaly,white,white,partial,white,1,pendant,brown,scattered,paths,edible
flat,scaly,brown,1,almond,free,close,broad,white,enlarging,rooted,smooth,scaly,white,white,partial,white,1,pendant,brown,solitary,grasses,edible
convex,scaly,white,1,almond,free,close,broad,white,enlarging,club,smooth,smooth,white,white,partial,white,1,pendant,brown,neumerous,meadows,edible
flat,fiberous,brown,0,none,free,crowded,broad,chocolate,tapering,equal,smooth,smooth,white,white,partial,white,1,evanescent,black,scattered,grasses,edible
convex,smooth,yellow,1,anise,free,close,broad,black,enlarging,club,smooth,smooth,white,white,partial,white,1,pendant,brown,neumerous,meadows,edible
convex,scaly,white,1,pungent,free,close,narrow,white,enlarging,equal,smooth,smooth,white,white,partial,white,1,pendant,brown,scattered,grasses,poisonous
bell,scaly,yellow,1,almond,free,close,broad,brown,enlarging,club,smooth,smooth,white,white,partial,white,1,pendant,brown,neumerous,meadows,edible
sunken,fiberous,brown,0,none,free,close,narrow,pink,enlarging,equal,smooth,smooth,white,white,partial,white,1,pendant,brown,several,urban,edible
convex,smooth,yellow,1,anise,free,close,broad,black,enlarging,club,smooth,smooth,white,white,partial,white,1,pendant,black,scattered,meadows,edible
bell,scaly,white,1,anise,free,close,broad,brown,enlarging,club,smooth,smooth,white,white,partial,white,1,pendant,black,neumerous,meadows,edible
flat,scaly,brown,1,almond,free,close,broad,brown,enlarging,rooted,smooth,scaly,white,white,partial,white,1,pendant,black,scattered,grasses,edible
bell,scaly,yellow,1,almond,free,close,broad,gray,enlarging,club,smooth,smooth,white,white,partial,white,1,pendant,black,scattered,meadows,edible
bell,scaly,white,1,almond,free,close,broad,gray,enlarging,club,smooth,smooth,white,white,partial,white,1,pendant,black,scattered,grasses,edible
convex,scaly,brown,1,anise,free,close,broad,brown,enlarging,rooted,smooth,scaly,white,white,partial,white,1,pendant,brown,solitary,paths,edible
flat,fiberous,gray,0,none,free,close,narrow,pink,enlarging,equal,smooth,smooth,white,white,partial,white,1,pendant,brown,solitary,urban,edible
convex,fiberous,gray,0,none,free,close,narrow,gray,enlarging,equal,smooth,smooth,white,white,partial,white,1,pendant,black,solitary,urban,edible
bell,scaly,yellow,1,anise,free,close,broad,brown,enlarging,club,smooth,smooth,white,white,partial,white,1,pendant,black,scattered,grasses,edible
convex,smooth,yellow,1,anise,free,close,broad,brown,enlarging,club,smooth,smooth,white,white,partial,white,1,pendant,black,scattered,meadows,edible
bell,scaly,white,1,anise,free,close,broad,black,enlarging,club,smooth,smooth,white,white,partial,white,1,pendant,brown,scattered,grasses,edible
convex,smooth,white,1,almond,free,close,broad,gray,enlarging,club,smooth,smooth,white,white,partial,white,1,pendant,black,scattered,meadows,edible
bell,smooth,yellow,1,almond,free,close,broad,gray,enlarging,club,smooth,smooth,white,white,partial,white,1,pendant,brown,neumerous,meadows,edible
convex,smooth,yellow,1,almond,free,close,broad,black,enlarging,club,smooth,smooth,white,white,partial,white,1,pendant,black,scattered,meadows,edible
convex,fiberous,gray,0,none,free,crowded,broad,pink,tapering,equal,ibrous,ibrous,white,white,partial,white,1,evanescent,black,scattered,grasses,edible
flat,smooth,yellow,1,almond,free,crowded,narrow,pink,tapering,bulbous,smooth,smooth,white,white,partial,white,1,pendant,brown,several,woods,edible
convex,scaly,white,1,pungent,free,close,narrow,pink,enlarging,equal,smooth,smooth,white,white,partial,white,1,pendant,black,scattered,grasses,poisonous
convex,fiberous,white,0,none,free,crowded,broad,black,tapering,equal,ibrous,smooth,white,white,partial,white,1,evanescent,black,abundant,grasses,edible
bell,scaly,white,1,almond,free,close,broad,white,enlarging,club,smooth,smooth,white,white,partial,white,1,pendant,black,scattered,grasses,edible
convex,smooth,yellow,1,anise,free,crowded,narrow,white,tapering,bulbous,smooth,smooth,white,white,partial,white,1,pendant,brown,several,woods,edible
bell,scaly,white,1,almond,free,close,broad,brown,enlarging,club,smooth,smooth,white,white,partial,white,1,pendant,black,scattered,grasses,edible
convex,scaly,white,1,anise,free,close,broad,gray,enlarging,club,smooth,smooth,white,white,partial,white,1,pendant,black,scattered,grasses,edible
